customDimensions_name,dcount_user_Id
YahboomTechnology/SuperBItLibV2,11
chenchenzhu033/pxt-mqtt,11
CodexPad/codex_pad_makecode_extension,11
Seeed-Studio/pxt-grove,10
Kittenbot/pxt-tabbyrobot,10
maininit/pxt-ps2,10
Shorts1999/pxt-smartmatrix,10
owen934-web/microbit-projects-all-working-extensions,10
CytronTechnologies/pxt-rekabit-rbt-project-kit,10
sarahnoble/songs,10
dsalch/yahboom_main,10
LewanSoul2018/Microbot,10
technokidsph/TK_neopixel,10
microbit-makecode-packages/i2cLCD1602,10
makereduvn/mke_s04_ir_flame_microbit,10
timothybastiaan/nikola-superbit-omniwheel,10
lzty634158/YB_IR,10
paitouxi/microbit,10
HIwonder/Qdee,10
scramble-robot/dfr0548-japanese,10
YahboomTechnology/Superbit,10
kittenBot/pxt-tabbyrobot,10
YahboomTechnology/SuperBitLib,10
mkleinsb/maqueen,10
DFROBOT/pxt-motor,10
danielhoang123/Quoc_Extension_MKE_ONE_MICROBIT,10
KittenBot/pxt-koi2,10
YFROBOT-TM/pxt-yfrobot-gesture,10
DFRobot/pxt-DFRobot-microIoT,10
kanejun06/pxt-OledDisplay-fast,10
ACEBOTTteam/tinkerBott,10
elecfreaks/pxt-octopus,10
bsiever/microbit-pxt-i2cpins,10
1010Technologies/pxt-makerbit-rfid,10
mydreamworldstudio/dreambit,10
wxytop/ruikesensorext,9
junilab/robodog,9
emakefun-makecode-extensions/emakefun_text_to_speech,9
Hiwonder/Startbitv2,9
renuka1prasad/module-world,9
CuZnrobot/MechDog,9
Yahboomtechnology/Tiny-bitLib,9
joshkordek3/keypad-reading,9
stempunks/neomatrix,9
SMARTHON/multiple-sensors-plant,9
Nikola-Academy/NikolaAcademy-MAX30100,9
ImMostyn/pxt-gamepad-ex,9
1010Technologies/pxt-makerbit,9
shabadan/Startbit,9
makecode-extensions/DS1302,9
hitkuangye/CUHK-JC-iCAR-V2,9
elecfreaks/pxt-OctopusX,9
probbieII/probbieII,9
codepada/gigo,9
Hiwonder/IoTHouse,9
lewfer/mb-numeric-led,9
makecode-extensions/OLED12864_I2C_V2,9
51135499/Bitracer,9
yahboomtechnology/module_world_color,9
aaroncouts/microbit_speedometer,9
healthywalk/nifty-motor-driver-microbit,9
NearSpace-Education/pxt-s4communication,9
waveshare/pxt-KitiBot,9
devegied/pxt-i2c-keypad,9
tomyjyo/etc_toolbox,9
HiWonder/Qdee,8
idemmz-web/robot-microbit,8
ETmbit/buggy,8
YahboomTechnology/Tiny-bitLIb,8
Jeff-Squared/pxt-18-tft,8
YFROBOT-TM/pxt-yfrobot-colorsensor,8
hiwonder/Nexbit,8
Yahboomtechnology/SuperBitLibV2,8
Kocoafab-editor/robodog,8
DFRobot/pxt-Math-Automatic,8
Kocoafab-editor/robodog-ai,8
zhuning239/KY04,8
YahboomTechnology/tiny-bitLib,8
keyestudio-team/pxt-k-bit,8
dhdjhdj/002,8
keyestudio2019/miniCar,8
BrickHackers/pxt-sonarbit-collisionfix,8
osoyoo/OSOYOO_IR_V2.0,8
CBurg-College/sims,8
makereduvn/mke_s01_ultrasonic_microbit,8
gbhobbytech/1106-OLED-Driver-Classroom-Ready,8
Zhuning239/cBit,8
lzty634158/Tiny-bit\,8
yahboomtechnology/tm1650,8
HIWONDER/QDEE,8
devices-lab/pxt-solderbit-segment,8
cdjq/pxt-expansion-board-for-microbit-k10,8
kittenbothk/pxt-PowerEdu,8
DFRobot/pxt-DFRobot_WiFi_IoT_UART,8
DFRobot/pxt-OLED,8
dsalch/yahboom_IR,8
Probots-ml/extension-10,8
YahboomTechnology/ESP32-wifi-Microbit,8
Junicoders/junibot,8
YahboomTechnology/yahboom-mbit-en,8
YahboomTechnology/module-World,8
microbit-makecode-packages/BME280,8
microbit-makecode-packages/TM1650,8
stevenviewr/kuangrobot,8
chojihoon/brixel-final,8
YahboomTechnology/k210-module,7
makereduvn/mke_s01_ultrasonic_distance_microbit,7
gomakekit/Airbit_V2,7
hitkuangye/CUHK_JC_iCar_V2\,7
joy-it/pxt-RB-TFT1.8,7
anxlearningdesign/pxt-ideakit-music,7
waveshare/pxt-motor,7
microbit-ceibal/pxt-juego-impostor,7
supercoderf/maqueen-line-follower,7
spalix07/grove_16x2_lcd,7
Hiwonder/Qdee\,7
shawn166888/pxt-ir-receiver-keyes,7
junming0106/microbit-robot,7
makecode-packages/i2cLCD1602,7
yahboomTechnology/module-world,7
sassafrastree/oled-stamps,7
DFRobot/pxt-DFRobot_speechSynthesisV2,7
yahboomtechnology/SuperBit,7
DFRobot/pxt-motor\,7
monkmakes/makecode-extension-scd41,7
DFRobot/pxt-DFRobot_xia_mi_board,7
tinkergen/pxt-Bitcar,7
dfrobot/pxt-huskylens,7
lzty634158/SuperBit\,7
nitikorn20/inc111-extension,7
zhuning239/makebit_m,7
J0EK3R/Yahboom-Module_World_Color,7
Yall-tech/Grove-Chainable-RGB-LED-V2.0-104020048-Makecode.,7
DfRobot/pxt-motor,7
tr1liz/microbit-proj-3,7
DFRobot/pxt-DFRobot_Environment_Science,7
coderdojoolney/pxt-olney,7
YahboomTechnology/SuperBitLibv2,7
microsoft/pxt-filesystem,7
tinkertanker/Weight_Sensor_12C,7
AlexandreFrolov/DS3231,7
SMARTHON/pxt-iot-bit,7
yahboomtechnology/Superbit,7
mworkfun/pxt-tcs34725,7
butia4/butia-makecode-extension,6
SEE1020s/input,6
elecfreaks/pxt-sonarbit\,6
stem-plus/Petfeeder,6
lzty634158/croco-kit,6
mhvelplund/snake,6
zhuning239/Makebit_X,6
sbcshop/MicroBit-Piano,6
resolute-support/pxt-microbit-expansion-kit,6
DFRobot/pxt-DFRobot_MaqueenPlus,6
stempunks/rfid,6
TomasKazda/pxt-sensors,6
kritsadaj/pxt-iBit,6
makereduvn/MKE_ONE_MICROBIT,6
Hiwonder/Microbot,6
pwnept/microbit-robot,6
ACEBOTTteam/acebott,6
gbantique/pxt-tcs34725,6
sellnugget/morseCode-Microbit,6
YFROBOT-TM/pxt-ps2-controller,6
kritsadaj/pxt-gamepadbit,6
DFRobot/pxt-Obloq1,6
technokidsph/Magicbit,6
Msm-ai-tools/Dadabit,6
TinkerGen/pxt-Bit-Gadgetkit,6
KIttenBot/pxt-tabbyvision,6
Nic008888/Microbit-Controller-Extension,6
kaku111/pxt-tobbieII,6
Oldmanne13/L298ServoUltra,6
tangjie133/dfrobot_pinpong,6
aitosee/pxt-sentry2,6
Hiwonder/startbitV2,6
robo-technical-group/pxt-microbit-timers,6
KitronikLtd/pxt-kitronik-robotics-board,6
bsiever/pxt-freq,6
YahboomTechnology/tiny-bitlib,6
calliope-edu/CO2-Sensor-SCD40,6
makecode-extensions/WhaleySansFont,6
elecfreaks/pxt-iot-environment-kit,6
sjh5637/myMaqueenPlusV3_extension,6
CytronTechnologies/pxt-sumobit,6
prateek-h-a/super_bit,6
hitkuangye/CUHK_JC_iCar_V2/.github/workflows,6
m-asaoka-fap/kagabitdronemicrobit,6
JakeAtKitronik/pxt-kitronik-farmbeats-expansion-board,6
KitronikLtd/pxt-kitronik-farmbeats-expansion-board,6
TinkerGen/pxt-Bitplayer,6
ETmbit/etbuggy,6
xuefengedu/pxt-lcd1602_cn,6
waveshare/CourseKit,6
Nikola-Academy/NikolaAcademy-Weight,6
ACEBOTTteam/tinkerbott,6
yahboomtechnology/Module-World,6
jlfra/signal,6
hiwonder/StartbitV2,6
hiwonderk12/dadabit,6
bscelza-logos/SmartTEAM_ext4,6
snan-microbit/dht11,6
inexglobal/pxt-iBit,5
ELECFREAKS/PXT-SONARBIT,5
elecfreaks/pxt-brainco,5
DFRobot/pxt-motor/commit/d3a4ef163551b697385017087866cb8fb1e289e7,5
boundary-x/ai_ponybot_basic,5
zhuning239/PS2,5
kocoafab/robodog-radio,5
iCShopMgr/EZ_Start_Kit_Q_for_MakeCode,5
hiwonderk12/DaDabitV2,5
yahboomTechnology/Tiny-bitlib,5
zhuning239/cBit_IR,5
kimsunk/PXT_LCD,5
YahboomTechnology/GR,5
LLY16888/microbit_Car,5
ceibal-microbit/pxt-dht11,5
LLY16888/ESP32-wifi-Microbit,5
technokidsph/TK_mbit,5
YahboomTechnology/dht11,5
HIwonder/qdee,5
yahboomTechnology/tiny-bitLib,5
iBuilds/pxt-ptkidsbit-robot-pro,5
dxxztoys/Dxxzjoystick,5
elecfreaks/pxt-Dronebit,5
probbieii/probbieii,5
meowcata/microbit-Snake,5
lzty634158/yahboom_mbit_tr/blob/master/.vscode/settings.json,5
emakefun/pxt-motorbit/motorbit,5
chenghueiyu/color-recognition,5
Arducam-team/pxt-arducam,5
keyestudio2019/MiniCaR,5
Hiwonder/DaDabitV2,5
PROBOTS-ML/EXTENSION-20,5
elecfreaks/pxt-Cutebot-Pro,5
gigotoys/gigo-block\,5
idriszmy/pxt-mobile-robot-control,5
zmrobo/microbit,5
lzty634158/TINY-BIT,5
bsiever/pxt-micredirect,5
Cburg-College/sims,5
tinkertanker/pxt-microsd-microbit,5
doduy1911/mau_RGB,5
CytronTechnologies/pxt-maker-line,5
A4-TECHNOLOGIE/BE-CONVO,5
zhuning239/makerobot,5
YahboomTechnology/Tiny-BitLib,5
Forward-Education/pxt-fwd-ubit,5
aminalnam/Microbit-Escape-Room-Extension,5
lzty634158/omniBit,5
Hiwonder/Qbit,5
Microsoft/pxt-neopixel,5
mbitfun/pxt-fiveDigit,5
song2222/pxt-magicbit,5
song2222/TM1637,5
makecode-packages/I2CLCD1620_cn,5
myrobotbit/pxt-myrobotbit,5
makecode-extensions/at24xx,5
1010Technologies/pxt-makerbit-ultrasonic,5
hiwonder/IOTHouse,5
Dfrobot/pxt-motor,5
lzty634158/GHbit,5
yahboomtechnology/Tiny-bitLib,5
stempunks/neom,5
dsalch/yahboom_song-and-dance,5
merula75/PCF8574-keypad,5
elecfreaks/pxt-planetX,5
DFRobot/pxt-DFRobot_SCD41,4
lzty634158/Tinybit_ir,4
jakubmimlich/CO2,4
lzty634158/YB_Piano,4
TinkerGen/pxt-bit-GadgetKit,4
iot789/microbit-makecode-IR,4
Lzty634158/yahboom_mbit_en,4
YAHBOOMTECHNOLOGY/TINY-BITLIB,4
alankrantas/pxt-MAX7219_8x8,4
mrmoroney/pxt-candle,4
lzty634158/yahboom_mbit_en\,4
63rabbits/pxt-microbit-nerds,4
gigotoys/Gigo,4
Yahboomtechnology/module-world,4
szhengjiaanv/pxt-Funbit,4
nrosier/microbit-sonar,4
gretel/pxt-mecadrive,4
steamdiy/superbitv2,4
gigotoys/gigodrone,4
emakefun-makecode-extensions/emakefun_matrix_keyboard_v3,4
yahboomtechnology/yahboom_IR_V2,4
HIWONDER/WONDERCAM,4
MarceloSestrem/seguidor-de-linha,4
SMARTHON/pxt-smartcity,4
yes459/microbit-mario,4
pdbperks/oledbitmap,4
GIGOTOYS/GIGO-BLOCK,4
elecfreaks/pxt-motorbit,4
LMY67/TB,4
gbantique/brickcell-rotary-encoder,4
Tinkergen/pxt-Bitcar,4
lzty634158/yahboom_mbit_tr\,4
gbantique/brickcell-co2-sgp30,4
makerlabvn/MakerEdu_Hardware,4
Natsuki-Skiing/Pov-Microbit,4
BirdBrainTechnologies/pxt-finch,4
MakeAndLearn/pxt-microshield,4
Freenove/Makecode-Extension-Starter-Kit,4
paola-dg/microbit-maqueen,4
HIWONDER/STARTBIT,4
elecfreaks/pxt-trackbit,4
lewfer/mb-bitmake,4
jendaaaaa/game-joystick-flappy_bird,4
jenkinscao/SANSHI-MicrobitKit,4
hiwonder/Dadabit,4
Hiwonder/dadabit,4
lzty634158/yahboom_mbit_tr/blob/master/.vscode/tasks.json,4
prateek-h-a/mbit_extension,4
tinkerGen/pxt-BitCar,4
steveputz/pxt-apds9960,4
waveshare/touchpiano,4
yahboomtechnology/Tiny-bitlib,4
lzty634158/ghbit,4
bruaguspons993/butia-microbit-extension,4
quadstore/QuadStore_IR_Master,4
xiaoqiang17/pxt-Obloq,4
marcelosestrem/lcd-i2c,4
osoyoo/OSOYOO_IR_V1.5,4
NASHENBOT/AISTEAM,4
gbhobbytech/1106-oled-test,4
CODEPADA/GO,4
Technokidsph/TK_Mbit,4
mguelcan/name-tag,4
TimothyBastiaan/ir-communication,4
kocoafab-editor/robodog,4
zhuning239/DS1302,4
DFrobot/pxt-DS18B20,4
dfrobot/pxt-gamePad,4
DFRobot/pxt-DFRobot_VoiceRecognition,4
YahboomTechnology/Module_World_IR,4
nagata0318/i2c-frequency-clean,4
pixetto/pxt-pixetto,4
ElectronicCats/pxt-bme280,4
hisi741/pxt-raise-tower-bridge,4
mworkfun/pxt_mcar,4
DFRobot/pxt-DFRobot-microIOT,4
microbit-cz/pxt-vangogh-extension,4
lzty634158/GHBIT,4
lzty634158/GHBit\,4
Yahboomtechnology/tiny-bitlib,4
myrobotbit/pxt-mysensor,4
ddhtxwd/xmu,4
Peaxtt/SuperBit_-OP,4
DFRobot/Pxt-motor,4
yahboomTechnology/SuperBitLibV2,4
urassari/turkish-text-to-speech,4
matthiasamberg/pxt-ledmatrix,4
patrickacollier/pxt-microbit-keypad,4
martinferreiraHCA/pxt-fisicabit,4
TeacherPinky/Wait-Until-Blocks,4
gbantique/brickcell-weight-hx711,4
resolute-support/pxt-apprentice-piano,4
joy-it/pxt-SEN-Color,4
leo266/LA_motor_RGB,4
AITosee/pxt-sentry,4
DFrobot/pxt-ds18b20,4
A4-TECHNOLOGIE/a4-RFID,4
Hiwonder/StartbitV2\,4
joshuaahill/dissertation-ui-example,4
Hiwonder/StartbitV2?ysclid=mmove0mo1d828913962,4
inexglobal/pxt-iBIT,4
bjdagurobot/bjdg_microbitcar_en,4
EZMAKER-lab/pxt-ezmakershield-microbit,4
calliope-net/lcd-20x4,4
JakeAtKitronik/kitronik-farmbeats-kit,4
YahboomTechnology/superBitLibV2,4
Gigotoys/RoboticsWorkshop,4
yahboomtechnology/tiny-bitLib,4
sbcshop/pxt-servo-microbit,4
tomaskazda/pxt-peewee-light,4
Gabriel-LG/battle-bot-student,4
csrisuth/pxt-motorbit,4
zhuning239/Dbit,4
BirdBrainTechnologies/pxt-hummingbird-bit,4
Jim-no-surname-provided/pxt-tobbieII,4
zhuning239/cBit_IR_V2,4
elecfreaks/pxt-esp8266iot,4
CBurg-College/xgol,3
TT-STEM/MOTORS,3
Hiwonder/WonderEcho,3
PROBOTS-ml/EXTENSION-20,3
YahboomTechnology/TIny-bitLib,3
EmmetBrickHacker/pxt-unified-rc,3
ICShopMgr/Mooncar,3
inunosinsi/pxt-my-first-extension,3
KEYESTUDIO2019/MINICAR,3
mworkfun/pxt-k-bit/git,3
DeXin64/pxt-robotpu,3
greeningsiren/microbit-bad-apple,3
StemPunks/ExRobot,3
sunyton/pxt-arducam,3
szhengjiaanv/Infrared,3
yahboomTechnology/superbitlibv2,3
seeed-studio/pxt-bitmaker,3
KittenBoT/pxt-tabbyvision,3
Oldmanne13/miniboard,3
GIGOTOYS/ROBOTICSWORKSHOP,3
elecfreaks/pxt-smarthome,3
fishiversity/pxt-makecode-comment-block,3
zhuning239/BH1750,3
DFRobot/pxt-joystick,3
Veilkrand/pxt-RobotCar,3
xiangxin1025/board,3
myrobotbit/PXT-MyServo,3
Kiddytronics/Kiddytronics_Keypad,3
YahboomTechnology/module_world_color\,3
waveshare/pxt-kitibot,3
bsiever/pxt-sen66,3
JUNICODERS/JUNISERVO,3
kittenbothk/pxt-moduleplus,3
Junicoders/juniservo,3
tinkertanker/weight_sensor_12C,3
MiroChao/pxt-BitPlayer,3
DFRobot/pxt-DFRobot_URM09_Trig,3
YahboomTechnoLogy/Tiny-bitLib,3
gbraad/pxt-ps2-controller,3
inexglobal/pxt-ibit2,3
rlkoi/lazer-tag-for-the-microbit,3
yokobond/pxt-scratch-microbit-more,3
myrobotbit/pxt-myservo,3
hiwonder/startbitV2,3
makecode-packages/DS1307,3
Forward-Education/pxt-neopixel,3
HiWonder/StartbitV2,3
Nikola-Academy/NikolaAcademy-Weight-Alternative,3
zhuning239/oled,3
firo/microbit-temperature-with-dht22,3
elecfreaks/pxt-ps2,3
Khuuxuanngoc/MKE_ONE_MICROBIT_Test,3
keyestudio/minicar,3
DFrobot/pxt-maqueen,3
YahboomTechnology/SuperBitLibV2\,3
ETmbit/gamepad,3
microbit-cz/pxt-mcb-rc,3
holasmart/bbc-microbit-smart-car,3
ACEBOTTteam/Tinkerbott,3
jeff-squared/pxt-18-tft,3
xiaoyaochun8/pxt-mqlib-mp3,3
APerhay/led-matrix-extension,3
Monk070/makecode-sam-speech,3
AltronicsAUKits/Z6454-Robot-Kit-v2_KS0426,3
yuriivo/yahboom-tiny-bit,3
YahboomTechnology/Module_World_color,3
keyEstudio2019/MiniCar,3
DFRobot/pxt-NFCI2C/blob/master/README.md,3
tomaskazda/pxt-sensors,3
xuefengedu/pxt-tft-lcd,3
ywh27118kpt-ship-it/235,3
lzty634158/SuperBit.,3
YahboomTechnology/Module-World/tm1650,3
Probbieii/Probbieii,3
DFRobot/pxt-DFRobot_MaqueenPlus_v20\,3
jazeph/microbit-gps-extension,3
aplhanumericsymbols/microbit-makecode-new-extension,3
AITosee/pxt-Sentry2,3
bsiever/microbit-dstemp-alpha,3
sweig/pxt-tcs34725-fixed,3
HiwonderK12/DaDabitV2,3
sylvainpellier/extension-coopilotes,3
1010Technologies/pxt-makerbit-lcd-core,3
1010technologies/pxt-makerbit-lcd2004,3
yahboomtechnology/ESP32-wifi-microbit,3
otheriault/bitracer,3
alittlebitofeverythin/tetris,3
lpuntoriero-cpu/LP,3
lpuntoriero-cpu/microbit-robot,3
jcubuntu/pxt-iKB1,3
iCshopMgr/Mooncar,3
waveshare/pxt-Motor/blob/master/MotorDriver.ts,3
Hiwonder/Qdee.,3
1010Technologies/pxt-makerbit-ir-transmitter,3
sugato0/i2cLCD1602,3
xsuchy/LCD1602,3
lzty634158/Tiny-biT,3
Elmahni17974175/msmdadabit,3
jwunderl/pxt-status-bar,3
codein/PXT-WSLCD1in8,3
Qabasya/brickcell-rotary-encoder,3
saito-programming/pxt-array-utils,3
blinkitten/blinkit,3
xuefengedu/pxt-oled-ssd1306_CN,3
akbaryunus/touchbuddy,3
kaise-ksrobot/pxt-KSRobot-Sensor,3
LLy16888/Microbit_Car,3
mkurzava/msk_dfrobot_gamepad_extension,3
gabriel-lg/battle-bot-student,3
JakeAtKitronik/kitronik-farmbeats,3
song2222/pxt-sensors,3
YahboomTechnology/tm1650\,3
anxlearningdesign/pxt-IDEAKITS-ROBOT,3
steveshjeon/pxt-qbs-music,3
KEYESTUDIO2019/KS_IOT,3
elecfreaks/sonarbit,3
gdg-stempunks/neomatrix-clean,3
zhuning239/cbit_ir_v2,3
DFRobot/pxt-motor?classId=864d18ee-58b6-4b46-b154-b2bef3334622,3
dfrobot/pxt-DFRobot_voiceRecognition,3
zhuning239/TM1650,3
zhuning239/tm1637,3
Starrynight252/Foundation-VEML6040,3
SMARTHON/pxt-smartscience,3
xuefengedu/pxt-lcd1602,3
elecfreaks/pxt-PU-Robot,3
hiwonderk12/Dadabit,3
Interpause/pxt-esp8266iot,3
Kittenbot/pxt-koi,3
lionyhw/pxt-18b20-v2only,3
elecfreaks1/brainco,3
elecfreaks/pxt-joystickbit,3
DFRobot/pxt-microIoT,3
zhuning239/cBIT,3
kosencar/1,3
nenahov/microbit-russian-font,3
ThamesandKosmos/RoboticsWorkshop,3
townengineering/pxt-ina219,3
keyestudio2019/KS_iot,3
codegigo/go,3
cburg-college/sims,3
BitStationBusiness/robotac-xgo-v2,3
TANGJIE133/PXT-MOTOR,3
mingyu167/TB,3
yahboomrdc/Lastbit-Lib,3
jackisspy/tinybit_ir,3
makerlabvn/makeredu_hardware,3
scaleinnotech/pxt-makercloud-V2,3
DoraLC/pxt-tcs3200-color-sensor,3
AqeeAqee/pxt-raycasting,3
tanagogedora/bme280-en,3
Kosen9/9,3
DigitalMakerCIC/microbit-robot,3
shiven121s/chords,3
microbit-cz/pxt-magicbit-pca9685,3
elecfreaks/pxt-sonarbit/blob/master/sonarbit.ts,3
KitronikLtd/pxt-kitronik-move-motor,3
Tinkertanker/pxt-rotary-encoder-ky040,3
1010Technologies/pxt-makerbit-lcd1602,3
microsoft/microbit-robot?utm_source=chatgpt.com,3
alexandre-a4/rfid_grove,3
mydreamworldstudio/DreamBit,3
yahboomtechnology/superbit,3
hiwonder/dadabitv2,3
JoshuaAHill/dissertation-ui-example,3
growgreenhk/aspara-microbit-makecode-camera-extension,3
pelikhan/micro-mcp,3
DFRobot/pxt-HTTP-MQTT,3
cartermicrobit/minecraft-for-micro-bit,3
Keyestudio2019/Ks_iot,3
GreenNode-jp/pxt-yb-emh02,3
dsalch/yahboom_neopixel,3
hitkuangye/CUHK_JC_iCar_v2,3
mrmoroney/LightingUp,3
lioujj/pxt-GP2Y1051,3
alixbrrq/robot-et-ia,3
Lzty634158/Superbit,3
emilebro1/chronometre,3
4tronix/BitBot,3
Hiwonder/QDee,3
jendaaaaa/game-joystick-snake,3
YahboomTechnology/Asr,3
smarthon/pxt-smartgarden,3
EMAKEFUN/PXT-MOTORBIT,3
Cokoino/pxt-i2cLCD2004,3
KitronikLtd/pxt-kitronik-smart-greenhouse,3
Lzty634158/GHBit,3
xiaoyaochun8/pxt-mqlib,3
alankrantas/pxt-ESP8266_ThingSpeak,3
MKleinSB/pxt-fischertechnik,3
DFRobot/pxt-DFrobot_MaqueenPlus_v20,3
dxxztoys/dxxzdigitaltube,3
DFRobot/pxt-DFRobot_WIFI_IoT_UART,2
Keyestudio2019/ks_IoT,2
DFRobot/pxt-motor?,2
iCShopMgr/MoonCar\,2
keyestudio2019/MIniCar,2
icshopMgr/MoonCar,2
napatngow/dice-roll-,2
melvex68/maqueen-simulador,2
TinKerGen/pxt-Bit-GadgetKit,2
GoKingStones/cBit,2
sirigpt/microbit-chess,2
Hiwonder/Wondercam,2
LZTY634158/SUPERBIT,2
kshoji/pxt-bluetooth-beacons,2
PaulDFoster/pxt-microbit-GY521,2
DFRobot/pxt-motor.,2
lzty634158/TinY-bit,2
dfrobot/pxt-gamepad,2
kittenBoT/pxt-tabbyvision,2
iCshopMgr/MoonCar,2
tinkergen/pxt-bitmaker,2
microsoft/makecode-minecraft-music,2
lioujj/pxt-PMS,2
ACEBOTTteam/tinkerBOtt,2
bosnivan/pxt-aqbit,2
MartinLocker/pxt-robot,2
dlaelektroant-dot/boted3/tree/master,2
Microbit-Grove-Library/pxt-OledDisplay,2
TT-STEM/CONTROLLER,2
Smartfeld/pxt-sensorikAktorikSmartfeld,2
51bit/esp01,2
lioujj/pxt-nfc,2
MainInit/pXt-ps2,2
yahboomTechnology/superbitlibV2,2
makereduvn/mke_m22_rgb_ws2812b_microbit,2
keyestudio2019/MiniCar\,2
kurosakiaduma/gps-trac,2
cleverchanhk/pxt-esp8266http,2
mkleinsb/pxt-oledpaint,2
zulzana86/robot-penjaga-air-tanaman,2
stemrobo/stembot,2
123456kaizher/makebit,2
jendaaaaa/bluetooth-rc_car,2
LLy16888/Microbit_car,2
healthywalk/vl53l1x-microbit,2
suhulhu/bitracer,2
EmmetBrickHacker/pxt-unified-wukong,2
cuznrobot/mechdog,2
dfRobot/pxt-motor,2
microsoft/pxt-microbit-buttons,2
DFRobot/pxt-HUSKYLENS,2
lpuntoriero-cpu/LuisPuntoriero,2
123456kaizher/relay-control,2
alexandre-a4/a4_ms-scale,2
dfrobot/pxt-DFRobot_HuskyLens,2
aaloten699/AngelExtension,2
garragames/pms5003-sensor,2
osoyoo/OSOYOO_IR_BLACK_V2.0,2
pocketech-br/estrutech,2
dhdjhdj/BBC-Microbit-Smart-Car,2
emwta/pxt-iBit,2
mashoedoe/pxt-billy,2
narongporn/pxt-gps,2
IowaDave/pxt-comment-block,2
angeluzhd/pxt-tbox-iot,2
keyestudio2019/ks_iOT,2
digirikalab/pxt-starscope,2
zhuning239/DHT11,2
yahboomtechnology/Module-world,2
RU10-Code/COLOR_SENSOR_TCS34725_pxt,2
saulovictors/turtle,2
DFRobot/pxt-DFRobot_MLX90614,2
lzty634158/Croco-KIt,2
Probots-ml/extension-20,2
lzty634158/croco-Kit,2
Tinkertanker/pxt-ds1820-temperature-sensor,2
TinkerGen/pxt-BitWear,2
DFRobot/pxt-gamePAD,2
jeffroque/carrinho-de-controle-remoto,2
Junicoders/Junibot,2
123456kaizher/sensors,2
123456kaizher/TM1637,2
123456kaizher/RelayControl,2
YahboomTechnology/Yahboom_IR_v2,2
sunyong6666/logos_scratchjr,2
zhuning239/dBit,2
Gomakekit/pxt-airbit,2
emRival/PMJ-esp8266,2
elecfreaks/pxt-Trackbit,2
calliope-mini/pxt-SCD30,2
makecode-extensions/BH1750,2
YahboomTechnology/Module_world_color,2
123456kaizher/keyestudio-pir-motion-alarm,2
clyip/microbit-music,2
ProbbieII/Probbieii,2
lzty634158/Tiny-bit/blob/master/main.ts,2
YahboomTechnology/Mbit_IR,2
jazzy8/pxt-adafruit-tft,2
lzty634158/yahboom_mbit_en.,2
THAMESANDKOSMOS/ROBOTICSWORKSHOP,2
Probbie/ProbbieII,2
TT-stem/motors,2
YahboomTechnology/Tinybit_IR,2
stem-power/PN532,2
KittenBot/pxt-apds9960,2
steveputz/pxt-PlanetX,2
ericschaetz/floid-pro,2
tfabworks/pxt-psw,2
applepie2109/robot-yahboom,2
kaise-ksrobot/pxt-ksr030,2
midwell/micro-dash,2
lzty634158/SuperBIT,2
CODOmicrobit/pxt-CODO,2
lobot-robot/startbit,2
quest-and-vcs-rnd/23-1006-1820-rq100-questcustomblocks-wukong-oled--26-0524-1420,2
KITTENBOT/PXT-TABBYROBOT,2
sckk168/zhuning239-Cbit,2
ACEBOTTTeam/Acebott,2
wilsonlaw2299/mqtt,2
TeacherPinky/Blokken-Legomotor,2
garrylou/RobotixCAL,2
4tronix/MARS-Rover,2
LZty634158/tiny-bit,2
DFRobot/pxt-DFRobot_maqueenPlus_v20,2
aimehuiskens-debug/beveiligingssysteem,2
kuankuan-sam/zhuning239,2
bruaguspons993/microbit,2
microbit-mark/pxt-IR-VS1838,2
Pythom1234/pxt-oled,2
yckelvin/microbit-makecode-ultrasonic,2
Hiwonder/Iothouse,2
lgonvaz009/hackqueen,2
eduardoeletroblocks/teste-teste-biblioteca-microbit-eletroblocks,2
Tinkergen/pxt-bitcar,2
nakanishi-coder/pxt_mcar,2
zhang-tang/speech_synthesis,2
ZaidAlhourani/pxt-jacdac/potentiometer,2
YahboomTechnology/GHBit/blob/master/pxt.json,2
tfabworks/pxt-rkk,2
DFRobot/pxt-dfrobot_maqueenplus_v20_tw,2
resolute-support/pxt-apprentice_Car,2
Seeed-Studio/pxt-Bitmaker,2
marcotestac01-sketch/marcoTool,2
ywh27118kpt-ship-it/mart,2
sassafrastree/pxt-oled-images,2
s1ve/dinosaur-game,2
turnede0/cmhk-iot-development-kit_test,2
Yahboomtechnology/tiny-bitLib,2
MaxZRu/kvant-pxt-robotbit-master,2
lioujj/pxt-IR,2
lioujj/pxt-su03t,2
IdontknowWhatToPut-Here/BuetoothMaqueen,2
gerardfp/pxt-uscreen,2
kritsaratdua-eng/TKbot-by-imake,2
arkeon7/os3d-serial-protocol,2
phillipkliewer/copier-for-voice-microbit-v2-only,2
infchem/pxt-calliope-grove-pn532,2
hiwonder/DaDabit,2
4tronix/RUB,2
keyestudio2019/mecanum_robot_V2,2
emakefun-makecode-extensions/emakefun_gesture_recognizer,2
otizemlanetzag/double-version-2,2
JellySTEM-Edu/pxt-jellystem/mshield-optimization,2
Mykhailo-Odynets/pxt-bessie,2
Nikomof/pxt-Groblocks,2
Keyestudio2019/mecanum_robot_v2,2
geeec/pxt-grove-tb6612fng,2
bluexmas/pxt-ultrasonic-microbit,2
