customDimensions_name,dcount_user_Id
Robotistan/PicoBricks-for-MicroBit-EXT,1
Lzty634158/Croco-Kit,1
mworkfun/pxt-k-bit.,1
devegied/pxt-fingerprint-as608,1
Forward-Education/pxt-ose-modules/ose-temperature,1
kaise-ksrobot/pxt-KSR030/commits/master,1
mbitfun/pxt-soroban,1
Cuznrobot/MechDog,1
cryft02/tug-of-led,1
xiaoyaochun8/pxt-mqlib-oled,1
rsp-esl/pxt-pcf8574,1
KitronikLtd/pxt-kitronik-klip-motor,1
rebarbora-mckvak-makecode/tm1638-makecode,1
ZHUNING239/cBit_IR_V2,1
NearSpace-Education/pxt-s4communication/blob/master/s4comm.py,1
Forward-Education/pxt-all-fwd-blocks,1
MICRBITEXPERT/microbit-line-traking,1
xiaohonchen/microbit,1
raphlf/keyes_motor_driver,1
kojima/mlt,1
dhdjhdj/keyes-ai-cam,1
technokidsph/tk_piano,1
timelesslifeskills/nationalanthemmicrobit,1
ACEBOTTteam/ACEBOTT,1
YahboomTechnology/Module-World?utm_source=chatgpt.com,1
makecode-packages/NTC,1
iqfu321/ir_carmp3_hx1838b,1
DFRobot/pxt-dfrobot_huskylens,1
dculver/littlebits-microbit-receiver,1
swatchai/ws-touchpiano,1
jellybean369/tamagochi-micro-bit,1
KitronikLtd/pxt-kitronik-I2C-16-servo,1
sgme-dev/microbit-runner-game,1
lzty634158/yahboom_mbit_en?utm_source=chatgpt.com,1
jus-dan/pxt-dfplayer-pro,1
Dfrobot/pxt-maqueen,1
yahboomTechnology/SuperbitlibV2,1
boundary-x/vibe_lamp/tree/main,1
waveshare/pxt-WSLCD1in8,1
zhuning239/sonar,1
Oldmanne13/L298LiteDK,1
martinclausen2/vl53l1x-calliope,1
peanut-king-solution/pxt-pks-shield-v2/tree/apply_approval,1
elecfreaks/pxt-SmartAILens,1
lioujj/pxt-kSB045,1
DFrobot/pxt-DFrobot_MaqueenPlus_v20,1
Hiwonder/StartbitV2/commit/676d8b9c9e5b52e760319d8104f06220f390bffa,1
amahami2201/esquivar-objetos-1a,1
timnew/omni_bit_car,1
joy-it/pxt-rfid-mfrc522/blob/main/README.md,1
mpmansell/simple-microbit-compass,1
LZTY634158/Tiny-Bit,1
EZMAKER-lab/pxt-ezmakershield-microbit?v=2,1
YahboomTechnology/Tiny-bitLib/tree/master,1
LEWFER/MB-DF-ROBOT,1
lzty634158/GHBit/commits?author=lzty634158,1
dochoistem/iot_esp8266,1
microbitmaster/snap-the-dot-advanced,1
chenchenzhu033/pxt-mqtt/tree/master,1
hitkuangye/CUhk_JC_iCar_V2,1
zaidalhourani/pxt-jacdac/potentiometer,1
YahboomTechnology/tiny-bitLIB,1
rolandbachkiss/pxt-matrix-font-capital,1
4tronix/MiniBit,1
sohamtech-uk/Tiny-bitLib,1
healthywalk/nifty-motor-driver-type2-microbit,1
yxngrbree/microbit-minitools,1
recitmstmam/controle-complet-serre-automatise,1
SMARTHON/pxt-iot-bit/blob/master/wifi.ts,1
mkleinsb/pxt-mcp23017,1
gomakekit/airbit_v2?utm_source=chatgpt.com,1
mimeindustries/pxt-microbit-mearm,1
Tinkergen/pxt-BitCar,1
TinkerGen/pxt-bitplayer,1
ACEBOTTteam/TinkerBott/git,1
jp-rad/amq-pxt-accelmagiq-math,1
emakefun/pxt-motorbit/blob/master/README.md,1
jp-rad/amq-pxt-accelmagiq-estimator,1
mrhammerhed/battleship_game_v02,1
iCShopMgr/CIRCUS_pI_Logyun,1
gnomey2/micromusicmaker,1
nvthiets/pxt-Servo,1
dxxztoys/BluetoothLib,1
zhuning239/makebit_M\,1
Yahboomtechnology/superbitlibv2,1
Hiwonder/Wonderecho,1
hiwonder/DaDaBit,1
isakkjerstad/micro-bit-traffic-lights,1
longhoney/mke-s15-ds18b20_lcd1602_microbit,1
shangwudong/landzobit,1
gigotoys/\gigo-block,1
hitkuangye/CUHK_JC_iCar_V2/.makecode,1
jieyhaishz/grove-wifi-blynk,1
yahboomtechnology/ESP32-wifi-Microbit\,1
Forward-Education/pxt-fwd-modules/fwd-lcd,1
k-noerden/pxt-kn-gamezip,1
tipyman/zeta_r3,1
narongporn/pxt-pms7003,1
jazzy8/keyestudio-game-radio,1
hslotholt/pxt-PlanetX-AI,1
A4-TECHNOLOGIE/A4_ms-vision/blob/main/lcdDisplay.ts,1
stephanebouzet/meteomars,1
sunyong6666/fifabit/、,1
linclip/pxt-kansuji,1
fishiversity/AcebottTinkerBott,1
sunnydesigntech/Timer-Extension,1
leonnn123/qwerty,1
manfieldchow/minibeampixel2,1
elecfreaks/pxt-xgo-rider,1
emsrn/conveyor-blocks,1
51135499/bitracer,1
JakeAtKitronik/pxt-kitronik-farmbeats-expansion-board/tree/master,1
zhuning239/I2CLCD1602,1
123456kaizher/Relay_Control,1
probbieii/probbieII,1
seeed-studio/pxt-Bitmaker,1
YFROBOT-TM/pxt-goobit,1
YahboomTEchnology/Module_World_Color,1
nrosier/cutebot-track,1
pristeracademy/Brainco,1
lzty634158/SuperBit?tab=MIT-1-ov-file,1
microsoft/pxt-sonar?utm_source=chatgpt.com,1
tinkertanker/uDriver_PCA9585,1
sparkfun/pxt-gator-log,1
DeXin64/pxt-PU-Robot,1
kaise-ksrobot/pxt-KSB048\,1
Bits4Bots/weatherstation,1
fdalvi/micro-bit-game-pad,1
XinaBox/pxt-SN01,1
DFRobot/pxt-DFRobot_IoT_Cloud_Kit,1
kritsaratdua-eng/TKbot-by-imake/releases/tag/v2.0.3,1
akbaryunus/touchbuddypro,1
DeXin64/pxt-PlanetX,1
hiracra-creator/test-LCD,1
xiaoyaochun8/pxt-mqlib-oled-snowman,1
xiaoyaochun8/pxt-mqlib-oled5,1
cyfney-anka/01_codex_pad_basic_polling_examples_s92002-05924-33203-41301,1
rvf400/spirit_level,1
xiaoyaochun8/pxt-mqlib-tft,1
spalix07/ext-lecteur-mp3,1
keyestudio2019/MiniCar/projects?query=is%3Aopen,1
idriszmy/pxt-mobilerobot-helper,1
XiaoRGEEK/pxt-microsx,1
Keyestudio2019/Minicar,1
YAHBOOMTECHNOLOGY/MODULE-WORLD,1
hitkuangye/CUHK_JC_iCar_V2?authuser=,1
edusharks/onebit_blocks,1
liamhumes195/67,1
evotions/KeyboardEmu-for-BBC-Microbit,1
yahboomTechnology/superbitLibV2,1
lzty634158/Croco-KIT,1
LZTY634158/SuperBit,1
jdonwells/pxt-DFRobot_MaqueenPlus_v20,1
TomatoCube18/pxt-tc-i2c_Neopixel,1
werkplaatsenpabobreda/face-tracking-app-v2---sample-code,1
Imagimaker/pxt-magisuperdriver,1
jaustin/pxt-bluetooth-commands,1
DFRobot/pxt-DFRobot_newIR,1
iowadave/pxt-maze,1
alexandre-a4/Grove_Chainable_RGB_LED,1
dlaelektroant-dot/boted3/blob/master/main.ts,1
63rabbits/midi2ubit_usageexsample,1
akoirala01/MicroBitassigment1--challenge-3,1
lionyhw/pxt-octopusx,1
YahboomTechnology/K210-MODULE,1
xiaoyaochun8/pxt-mqlib-tft-faces,1
eco019-chs/microbit-cb,1
DFRobot/pxt-MP3,1
manny123445/man,1
scaleinnotech/pxt-makercloud,1
shawn166888/pxt-makerbit-ir-receiver,1
otizemlanetzag/audio-player,1
strummerbart/microbit-dht11,1
elecfreaks/pxt-pu-robot,1
yckelvin/microbit-temp-humd-sensor-1,1
mlohdael/bbcmicrobit-sound_recording,1
probbieII/ProbbIeII,1
keyestudio2019/mecanum_robot_v2?utm_source=chatgpt.com,1
azat228/multimeter,1
holasmart/IOT_house,1
SMARTHON/pxt-smartGARDEN,1
lly16888/microbit_Car,1
fheineman/dfr_gamepad-rc,1
dhdjhdj/Ai-Cam,1
rescobar9/keyestudio-analog-temperature-sensor,1
SBcShop/Micro-bit-Motor-Driver,1
TomyJyo/etc_toolbox_1_0,1
probots-ml/extension-30,1
doralc/pxt-wildbit,1
santip11/ubit,1
svein-tore/drone_mottaker,1
evgenii-poliakoff/pxt-lcd1602,1
hxz49/microbit-toggle-switch-v1,1
Hiwonder/StartbitV2/blob/main/StartbitRGBLight.ts,1
eintein77000/gamepad-maqueen-dfr,1
YAHBOOMTEChNOLOGY/Tiny-bitLib,1
economouvassilis/BO-pxt-cutebot-master-Gr,1
anegri23/blackjack,1
Hiwonder/StartbitV2?ysclid=mpnn2jckis129001578,1
MainInit/pXt-pS2,1
acebottteam/acebott,1
microsoft/microbit-roboT,1
SIYEENOVE/pxt_mjoystick,1
zenitant-edu/KIT0176,1
yimyimu/makecode-servo,1
Hiwonder/\\\\qdee,1
pilgrim7445/multi-tool,1
mrmoroney/testslider,1
cleverchanhk/pxt-httpresponse,1
elecfreaks/pxt-xgo2,1
BrickHackers/pxt-ir-vs1838,1
alexandre-a4/RFID_Grove,1
keyestudio-team/DeskBit\,1
jecrespo/enviromental-noise-detection,1
Mkleinsb/maqueen,1
iCShopMGR/MOONcar,1
onepointfive-REAL/pxt-microbit-filesystem,1
pslib-cz/2025-p1a-zal-pxt-time-contest-mrlija,1
Yahboomtechnology/GHBit,1
dsssssssss9/ky40-test-klein-,1
zhuning239/cBit\,1
otizemlanetzag/double,1
joshua-pascal/max30102,1
linlianzong/pxt-xbox-controller/tree/v0.0.4,1
Yahboomtechnology/K210-Module,1
YFROBOT-TM/pxt-yfrobot-rfid,1
lgm42/keyestudio-ks40x4,1
thepbordin/microbit-delivery-robot,1
SbcShop/Micro-bit-Motor-Driver,1
Mirochao/pxt-Bit-Gadgetkit,1
theswa2/youareanidiot-virus,1
LZTY634158/Superbit,1
waveshare/Touchpiano,1
Lzty634158/croco-kit,1
lioujj/pxt-Nfc,1
gigotoys/RoboticsWorkshop\,1
pranayrishi/keypad-program,1
kittenbot/Pxt-tabbyrobot,1
daol6717/maskonmicrobit,1
conqueriings/rickroll-microbit,1
tlzybc/smg,1
IFSC-Mais-Ciencia-na-Escola/ptx-sccriamais,1
cornelles/math-microbit,1
otizemlanetzag/stopwatch,1
DFRobot/pxt-DFRobot_xia_mi_Board/blob/master/pxt.json,1
DFRobot/pxt-DFRobot_xia_mi_Board/tree/master,1
DFRobot/pxt-DFRobot_xia_mi_Board/blob/master/main.blocks,1
pwnept/microbit-robot/releases/tag/v2.7.7,1
kaku111/pxt-probbieII,1
UserJHansen/reaction-time-game,1
coding4coconut/pxt-oled128x128-sh1107,1
MENG-Vathanak/ROBOCAR_CONTROL\,1
peanut-king-solution/pxt-pks-shield-v2/commit/239050a62741f64a939d4d3b8a3d52c3a08fd4f7,1
SauloVictors/turtle,1
SGBotic/pxt-SGBotic-scale,1
npnlab-vn/pxt-MLX90614,1
malherbeeric/microbit_i2c_moteur_grove,1
tangjie133/pxt-huskylens/.github/workflows,1
paulwang999/ethan-ir-receiver-remaster,1
waveshareteam/JoyStick/blob/master/WSJoyStick.ts,1
jakubpesser/pxt-numbers,1
gerardfp/pxt-screen,1
imdodger/billiejean-musicguesser,1
josemarrufotecno-ship-it/robot-wro.,1
BirdBrainTechnologies/pxt-hummingbird-duo\,1
ardubits-kwm/dlm-lib,1
emakefun/pxt-irRemote,1
Tinkergen/pxt-Grove,1
upa2tb1-cell/acebott-optimized/blob/main/pxt.json,1
martijnSc869/pxt-ccs811,1
DFROBOT/PXT-GAMEPAD,1
studiosspace/micro-bit-Smart-Car_zh,1
lafvintech/LAFVIN_MBIT,1
jp-rad/amq-pxt-accelmagiq-service,1
unitytech2017/ex,1
johnvidler/pxt-rib-bit,1
HiWonder/Startbit,1
xeroz-hub/heart_count,1
Sp8ceranger/Microbit_ectentions_personalises/tree/main,1
sabas1080/uBit_BMP085,1
YaHboomTechnology/SuperBitLibV2,1
unsignedarduino/colorblock,1
SantiP11/ubit,1
elecfreaks/pxt-sonarbiT,1
MaxZRu/kvant-pxt-robotbit-master2,1
MaxZRu/kvant-pxt-robotbit-master?1,1
minhtuanmt1/rfid_rc522_microbit,1
Hiwonder/Qdee/.vscode,1
CH-MAKER-ED/pxt-bitcar,1
lzty634158/GHBit/projects?query=is%3Aopen,1
riknoll/arcade-custom-menu,1
dlaelektroant-dot/dataloger-pro,1
longhoney/mke-s14_dht11_microbit,1
DimitrisGiuliano/as5600,1
ELECFREAKS/PXT-ASR,1
r59q/mkcd-ml-machine,1
microsoft/microbit-robot.,1
Hiwonder/StartbitV2/Makecode,1
lzty634158/Tiny-bit/git,1
tinkergen/pxt-Bit-Gadgetkit,1
mkleinsb/pxt-mcp23017V2,1
HiwonderK12/Handlebit,1
MainInit/pxt-pS2,1
Forward-Education/pxt-ose-modules/ose-bme280,1
agarci17/revia,1
Yahboomtechnology/ghbitlib,1
m-asaoka-fap/cuebit,1
msmorkan-robo/picobricks-for-microbit-ext,1
toobest54/Dbit/blob/master/Dbit,1
marcelosestrem/rfid-nfc-pn532-i2c,1
Sp8ceranger/Microbit_ectentions_personalises,1
cuiyadll/ps2control,1
buchiprof/grove_4_relais,1
HIwonder/Nexbit,1
mark-jex/neopixels-sonar,1
manuelcsilva/dfrobotgamepad,1
jazzy8/pxt-adafruit-lcd-library,1
keyestudio2019/Ks_IOt,1
jp-rad/pxt-ubit-bladv,1
lioujj/pxt-L9110\,1
makecode-extensions/ScrollText,1
123456kaizher/keystudiomic,1
aorczyk/vc---lego-tracked-vehicle,1
alexandre-a4/microsys-access,1
blstem/pxt-drone,1
msmmedias082024-cmyk/dadasimple,1
elecfreaks/pxt-neopixel,1
XY88bb/0,1
123456kaizher/TM1637-1,1
agentb-sch/environment-sensor,1
devopsmicro/sjb-kitronics,1
aminalnam/Microbit-Escape-Room-Extension/tree/main,1
waveshare/Pxt-motor,1
betacoder12/25bitgames,1
Junicoders/JUNibot,1
DfrObot/pxt-motor,1
lzty634158/Tiny-BIT,1
hisi741/pxt-raise-tower-bridge/tree/main,1
healthywalk/nifty-motor-driver-microbit?utm_source=chatgpt.com,1
PasAlt/pxt-neopixel-matrix-extension/blob/master/neopixel.ts,1
MINTGenie/sketch-remote,1
robotistan/picobricks-for-microbit-ext,1
villanova555/Tiny-bitLib,1
waveshare/pxt-Alphabot2,1
hiwonder/DADABIT,1
dfrobot/PXT-MOTOR,1
fgo-droid/irtemp-oled,1
BLstem/pxt-MLX90614,1
mKleinsb/maqueen,1
hays0327/hays2_k210_tinybit_ai_line,1
yahboomTechnology/GHBitLib,1
LZTY634158/GHBit,1
nicolasgold/microbit-pxt-flashstorage,1
xiaoyaochun8/pxt-mqlib-oled-faces,1
jaustin/pxt-musichelpers,1
sparlingo/superbit,1
YahBoomTechnology/SuperBitLibV2,1
yahboomTechnology/Module_World_Color,1
yahboomTechnology/TM1650,1
TinkerGen/pxt-bitCAR,1
xuefengedu/pxt-lcd1602_CN\,1
GreenNode-jp/pxt-tinybit,1
esteban16-byte/geometry-bit,1
elecfreaks/pxt-sonarbit?tab=readme-ov-file,1
mworkfun/pxt-k-bit/.github/workflows,1
YahboomTechnology/SuperBitLiB,1
imaboy1286/calculator,1
yahboomtechnology/SuperBitLibV2,1
dlaelektroant-dot/botedxd,1
hengkp/microbit-web-request,1
dlaelektroant-dot/Oled,1
kpowkitty/sensor_,1
marcelosestrem/keypad,1
kocoafab-editor/robodog-ai,1
boundary-x/bit_light_box,1
Hiwonder/OLED12864_I2C,1
manfieldchow/mini4,1
javacasm/encendido-apagado-automatico-de-riego,1
mrchipmunk/combination-lock\,1
Alithikesh/Makecode_Microbit,1
MKleinsB/pxt-dht20,1
kawanami/kagabitiot_receiver,1
Hiwonder/DaDaBit,1
toobest54/Dbit/tree/master,1
lzty634158/GHBit/security,1
ChihHsiangChien/pxt-fast-ble-uart,1
microbit-cz/pxt-flashstorage,1
danielhoang123/Quoc_Extension_MKE_ONE_MICROBIT/tree/main,1
EmmetBrickHacker/pxt-sonarbit-collisionfix/tree/work,1
Hiwonder/IoTHouse?utm_source=chatgpt.com,1
RoboraceMSW/RemoteControlMapping,1
yahboomtechnology/ghbitLib,1
YahboomTechnology/SuperBitLIBV2,1
YBoogaerts/protocole_micronet,1
lzty634158/Ghbit,1
lzty634158/Tiny-bit/actions,1
tekichan/py_snake_microbit,1
gigotoys/RoboticsWorkshop?authuser=0,1
pwnept/microbit-robot/releases/tag/v2.7.5,1
luisafuentesb/animated-animals,1
dsalch/ir-advanced,1
TinkerGen/pxt-bit-gadgetkit,1
vlepka/k210,1
microsoft/ExpressivePixelsMakeCode,1
jeons1qbs/mr-jeons-smart-blocks,1
emsrn/Blocs_Convoyeur_A4/tree/master,1
kritsaratdua-eng/TKbot-by-imake/releases/tag/v2.0.2,1
DFRobot/pxt-DFRobot_MaqueenPlus_v20/blob,1
elecfreaks/pxt-wukong/.github/ISSUE_TEMPLATE,1
yahboomTechnology/tm1650,1
tanagogedora/bme280-jp,1
davidebert/pxt-PlanetX/tree/master,1
rchaort250-afk/MBitRCH,1
lgonvaz009/miextension,1
bsiever/pxt-fastloops/blob/master/fastloops.ts,1
ttstem/controller,1
TT-STEM/ROBOT,1
tinysuperlab/motionkitV2,1
ittisris/1bit,1
SeeedJP/pxt-roboblocks,1
FuzzyMakers/pxt-fuzzyMakers?,1
rebeltran/lavadora,1
MSM-Dev-Pro/MSM-DADABIT-Smart-Tools,1
Gabriel-LG/battle-bot-teacher,1
NearSpace-Education/pxt-NearSpace_Education,1
iCShopMgr/MoonCaR,1
YAHBOOMTECHNOLOGY/SUPERBITLIBV2,1
agyokch21/smily-face,1
lzty634158/yahboom_mbit_en?fbclid=IwY2xjawSoLJ5leHRuA2FlbQIxMABicmlkETFlaEo5ZkJPdXUxUTd5QURNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnkI_wxzanFG8zXI1jm7X756tCD1KwhLD8Y8yKxvj1nIS6TLqd63IcroqT5q_aem_Toyr16uoDDiBPJmzhNFGPg,1
hitkuangye/CUHK_JC_iCar_V2/tree/master,1
probots-ml/EXTENSION,1
oliviergiroux/chronometre,1
enkindleRobot/pxt-enkindle-innovators,1
Etmbit/etbuggy,1
robo-technical-group/pxt-arcade-image-transform,1
brickhackers/pxt-ir-vs1838,1
brickhackers/pxt-IR-VS1838,1
RABS30/RFID-Microbit,1
waveshare/pxt-Motor/commits?author=hnwangkg-ezio,1
makecode-extensions/BMP280,1
YuanZeXu/microbit-squidgame,1
peterheldens/distance-calculator,1
akbaryunus/pxt-capsensor,1
cristian-spiescu/micro-bit-line-follower,1
kritsaratdua-eng/TKbot-by-imake/releases/tag/v2.0.4,1
martinwork/pxt-robotpu,1
TinKerGen/pxt-grove,1
vlaicutheo/microbit-reaction-game,1
LaboratoryForPlayfulComputation/pxt-BlockyTalkyBLE-UART,1
YahboomTechnology/yahboom_IR_V2,1
LewanSoul2018/Qbit,1
matvfxs/project-13,1
heyligenmathis-dot/project_13,1
emrival/PMJ-esp8266,1
eva1fan/microbit-car-waiter,1
yAHBOOMtECHNOLOGY/mODULE-wORLD,1
Technokidsph/Tk_mbit,1
YahboomTechNology/Module-World,1
ddv5725910/ktm950,1
elecfreaks/pxt-sonarbit/custom-properties,1
pristeracademy/brainco,1
GJSea/hl3,1
beralt/pxt-dfrobot-gamepad,1
waveshare/pxt-Servo\,1
LLY16888/MIcrobit_car,1
LLY16888/MICROBIT_CAR,1
Kittenbot/pxt-sugar,1
JUKOLEDA/PXT-ProboT,1
inunosinsi/pxt-my-extension,1
aqeeaqee/pxt-raycasting,1
whz20091012/cbit,1
dlaelektroant-dot/I2c,1
vr2lousir/line_following_lv1,1
lzty634158/tiny-bit/ir,1
kiate/pxt-reromicro,1
JellySTEM-Edu/pxt-jellystem/tree/phase1-siyeenove-mshield,1
billjr99/hide-and-seek,1
MaxZRu/kvant-pxt-robotbit-master?10,1
mhnagaoka/maqueen-bt-remote-v2,1
lexian2020/PS2,1
ICshopMgr/mooncar,1
keyestudio2019/mecanum_robot_v2\,1
lewanSoul2018/Handlebit,1
DFRobot/pxt-Motor,1
DFROBOT/PXT-motor,1
Jakubmimlich/co2,1
brhealy/drum-machine,1
martinwork/pxt-ws2812b,1
zhuning239/Makebit,1
jcoro/drone_receiver_01,1
JakeAtKitronik/pxt-kitronik-farmbeats-kit/blob/master,1
resolute-support/microbit-PIANO,1
makecode-packages/WhaleySansFont,1
krzych0000001/microbit_happy_animation,1
zobclub/ufos-microbit,1
TECHNOKIDSPH/MAGICBIT,1
patrikopy/maqueen,1
waveshare/pxt-Motor?tab=readme-ov-file,1
Yahboomtechnology/GHbit,1
Wolfloiz/pxt-fuzzyMakers,1
Hiwonder/StartbitV2/commit/71702a5fe037c7fa9675f82f4a1ca7d84ebf3728,1
kaise-ksrobot/pxt-KSB048/commits?author=kaise-ksrobot,1
bruaguspons993/butia-prueba,1
devices-lab/pxt-solderbit-gamepad,1
davidp443/microbit-vertical-compass,1
pm-osc/rfid,1
zhengyangliu/pxt-speech,1
xiaoyaochun8/pxt-mqlib-tft-arcade-pics,1
keyestudio2019/MiniCar.,1
emmetbrickhacker/pxt-geekservo5kg,1
punpun260/relay,1
ProBowlerAkashi/Yahboom_IR,1
dsssssssss9/2004-test-1-,1
DFRobot/pxt-DS18B20,1
oysa88/sgp30,1
oysa88/gps-neo-6m,1
RU10-Code/MPU6050_GYRO_pxt,1
ttstem/motor,1
nikbit/lino-alarm,1
parkgaone-beep/pxt-max30102,1
DFRobot/pxt-DFRobot_WIFI_IOT_UART,1
quard/microbit-breakout-game,1
makecode-packages/OLED12864_I2C_cn,1
ramasara17/pxt-i2c-slave,1
tim2anna/pxt-microblue,1
voiceracing/pxt-smile_robotics,1
SolderedElectronics/pxt-wifi,1
stempunks/exrobot\,1
YahboomTechnology/Tm1650,1
Hiwonder/handlebit,1
peanut-king-solution/pks-pxt-shield,1
tribot2025/TRIBIT,1
cisimejirtimid/tetro-bit,1
36kyo/microbit_famima,1
xiaoyaochun8/pxt-mqlib-oled-anim-radar,1
bubelazov/peppa-pig,1
hitkuangye/CUHK_JC_iCar_V2.,1
JellySTEM-Edu/pxt-jellystem/tree/main,1
dlaelektroant-dot/Oledv2,1
paparashie/tankje/blob/master/main.ts,1
GJSea/vc2,1
romanrguez192/notebook,1
xiaoyaochun8/pxt-mqlib-oled4,1
xiaoyaochun8/pxt-mqlib-oled-eyes,1
inexglobal/pxt-gamepadbit,1
ZaidAlhourani/pxt-jacdac/blob/master/potentiometer,1
victoralikberov/tello_and_microbit,1
kenken5216/dggstartbitv2,1
patrickacollier/pxt-microbit-keypad/tree/main?utm_source=copilot.com,1
Khuuxuanngoc/Quoc_Extension_MKE_ONE_MICROBIT,1
Hiwonder/StartbitV2?ysclid=mpdozhd2g4970731524,1
mint-n-pepper/handlebit_controller,1
healthywalk/nifty-ultrasonic-ranger-microbit,1
boundary-x/vibe_lamp,1
paulhdietz/KeyValueStorage,1
jordanElectronics/pxt-oled-sh1106,1
snan-microbit/pxt-motor,1
GenieLabMtl/pxt-mlx90614-microbit,1
brucelyc/pxt-mlx90614,1
MrChrisBond/pxt-grove-bit-kit-microcar,1
syjhs11450035/Microbit-Tooy,1
LZTY634158/TINY-bit,1
DoraLC/pxt-MLX90614,1
gbraad/pxt-reversebit,1
renuka1prasad/module-world?utm_source=chatgpt.com,1
robotgyms/pxt-robotPU,1
lpuntoriero-cpu/microbit-robot?v=2,1
emakefun/pxt-magicbit?spm=a2g0o.detail.1000023.1.e9801562tQt03e,1
marianaarboleda/crashy-bird,1
ACEBOTTTeam/acebott,1
Microsoft/pxt-midi,1
gigotoys/gigo/blocks,1
bidyut-innovation/bidyutinnovation\,1
meline28/projet-robotique,1
boundary-x/ai_ponybot_light,1
tee1213/ping-pong,1
Yahboomtechnology/ESP32-wifi-Microbit,1
123456kaizher/Real_Time_Clock,1
DFROBOT/PXT-MAQUEEN,1
zhandroids/SonarCh,1
COSMIQ-RoboticsLabSolution/SuperBitTest,1
keyestudio2019/pxt-pca9685,1
oysa88/bme280,1
planeson/esp32_microbit_iot,1
DeXin64/nezhaV2,1
waveshare/PXT-WSLCD1in8/blob/main/main.ts,1
bscelza-logos/ST_V2-EXT4,1
NearSpace-Education/pxt-s4communication/blob,1
nhandberg/microbit-hot-potato,1
microbit-foundation/pxt-microbit-ml-runner,1
boxofthink/yahboom,1
bsiever/microbit-pxt-flashstorage/blob/master/flashstorage.ts,1
Yall-tech/Grove-Chainable-RGB-LED-V2.0---P9813-1024---Makecode,1
mcuervo-edu/pong_mbit,1
horaguti/for-step,1
YahboomTechnology/superBit,1
iCShopMgr/MoonCar/commit/803ee253827c7c9bb5eaa7002ac3946d80fdf2d5,1
MKleinSB/pxt-fischertechnik-motor,1
moritznachtigall/ems_uni_rostock,1
Cburg-College/xgol,1
wujunxi666/6,1
ihew/pxt-edubit_ble,1
nagata0318/i2c-frequency-clean/releases/tag/v95,1
bertrandsylv/pxt-robot-cm1,1
nagata0318/-i2c-frequency2/tree/main,1
gbhobbytech/1106-oled-test/actions,1
arbona-robin/pxt-DHT11_DHT22,1
mobtrucky/thirty-four,1
rc1220/rickroll,1
emakefun/pxt-MQTT,1
YahboomTechnology/SuperBitLibV2/tree/main?search=1,1
bjdagurobot/bjdg_microbitCar,1
tomyjyo/etc_toolbox_1_0,1
hitkuangye/CUHK_JC_iCar_EN/tree/main,1
hitkuangye/CUHK_JC_iCar_EN/blob/main/.github/Sample,1
LZTY634158/Tiny-bit,1
akbaryunus/pxt-touch-threshold,1
yahboomTechnology/yahboom_IR,1
enrique71214-prog/8x8LED,1
emakefun-makecode-extensions/emakefun_speech_recognizer_v2,1
barillaro/bomb-game,1
LZTY634158/GHBIT,1
YahboomTechnology/Yahboom_IR_V2\,1
GrandpaBond/pxt-faces,1
BLstem/pxt-wifi,1
Tinkertanker/pxt-microsd-microbit,1
JellySTEM-Edu/pxt-jellystem/pulls,1
keyEstudio2019/minicar,1
FuzzyMakers/pxt-fuzzyMakers?authuser=0],1
lioujj/pxt-ksB045,1
LIOUJJ/PXT-KSB045,1
DFrobot/pxt-DFrobot_creative-robotics-kit,1
szhengjiaanv/Joybit,1
thireyes/pxt-pinpinwa,1
YahboomTechnology/gr,1
HuaRobot/M1,1
tita42/pruebas-butia,1
moshech1/icreaterobot,1
daniel-pers/pxt-microbit-LCD-TFT-SPI-ST7735/tree/master,1
osoyoo/OSOYOO_ir,1
TinkerGen/pxt-BitCar?scrlybrkr=a62567ac,1
gluglu5/meloditheque,1
ELECFREAKS/PXT-DS18B20,1
sissi0907/roversa_feedback_v3,1
gbraad/pxt-rtc-ds3231,1
ruthsarian/pxt-swge-beacon,1
YahboomTechnology/module_World_color,1
s1ve/giornos-theme---jojos-bizarre-adventure-on-da-micro-bit\,1
s1ve/giornos-theme---jojos-bizarre-adventure-on-da-micro-bit,1
kodorobot/MaqueenPlus,1
elecfreaks/pxt-wukong/blob/master/pxt.json,1
esauve/xgzp6859d,1
martinferreirahca/pxt-fisicabit,1
mkleinsb/pxt-serialmp3,1
iCShopMgr/MoonCar/blob/master/test.ts,1
NearSpace-Education/pxt-s4communication/blob/master,1
otizemlanetzag/double-3,1
Hiwonder/StartbitV2?ysclid=mpdohq9v8j124038254,1
stem-power/tm1637,1
akgom/roversa1,1
wxzed/pxt-dfrobot_huskylensv2,1
kittenbothk/pxt-ModulePlus,1
lzty634158/Tiny-bit/tags,1
dsssssssss9/jkd-v1-works-uart_rw-v2,1
etmbit/sumobuilder,1
elecfreaks/pxt-gesture\,1
lzty634158/superBIt,1
kraus-ivan/smooth_servo,1
DFrobot/pxt-gamePad,1
hIWONDER/qDEE,1
juanma829/wukong,1
eesilas/microbit-obloq-iot,1
fiologica/sonar,1
technologie31/t31-maxmin-thermometre,1
tinkertanker/weight_sensor_12c,1
microbit-apps/user-interface-base,1
microsoft/pxt-drv2605l,1
